gauge_id,start_date_used,end_date_used,n_years,missing_fraction,zero_flow_fraction,tau_acf_days,n_beta_rows,median_beta_all,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_unique_curves,q_uncert_rmse_all,q_uncert_rmse_lower,q_uncert_rmse_upper,q_uncert_days_above,q_uncert_Q_above,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sig_mag_BaseMag,sig_mag_BFI,sig_mag_Q_7_day_max,sig_mag_Q_7_day_min,sig_mag_Q_CoV,sig_mag_Q_mean,sig_mag_Q_skew,sig_mag_Q_var,sig_mag_Q5,sig_mag_Q95,sig_mag_VarIdx,sig_freq_high_Q_freq,sig_freq_low_Q_freq,sig_freq_zero_Q_freq,sig_dur_RespTime,sig_dur_high_Q_dur,sig_dur_low_Q_dur,sig_dur_zero_Q_dur,sig_timing_HFD_mean,sig_timing_HFI_mean,sig_roc_AC1,sig_roc_AC1_low,sig_roc_BaseRecesK,sig_roc_FDC_slope,sig_roc_FlashIdx,sig_roc_RecesK_early,sig_roc_RecesVarSeasonality,sig_roc_RLD,sig_other_EventRR,sig_other_PeakDistribution,sig_other_PeakDistribution_low,sig_other_QP_elasticity,sig_other_RR_seasonality,sig_other_SnowDayRatio,sig_other_SnowStorage,sig_other_Spearmans_rho,sig_other_StorageFromBase,sig_other_TotalRR,sig_other_ratio_Event_TotalRR,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
233223,1970-06-03,2020-02-29,49.74401095140315,0.011062799273487809,0.3920859305431879,2.116986217414868,125,0.9264852713872135,Warrambine Creek at Warrambine (233223),South East Coast (Victoria),BARWON RIVER-LAKE CORANGAMITE,No notes,-37.928637,143.8663116,-37.87062926,143.8735192,54,53.5,VIC,,1400,2300,2300,Not nested,,0,19700603,20200229,0.011062799,,,,,,,1.689918,2.879861,1.704143,-0.16811,0.0,17.60046,1.213887,son,251.494217,4.910144,djf,0.010581205,0.047426664,70.29990655,0.0,11.12674016,0.072597225,28.21046975,0.652493109,0.0,0.10196262,0.821658062,0.141195459,0.869824132,0.392085931,1,6.471938776,42.58583106,46.96666667,159.9361702,50.91489362,0.370951999,0.49358943,0.439004447,,1.074107668,0.368935979,2.688202145,0.46939876,0.043029546,-9.151316565,-4.170181785,3.65721645,1.13598918,0.0,312.3408327,-0.871914088,161.9727914,0.043181788,0.996474395,IGNEOUS,0.9980124,SILICSED,0.00017047,0.0,0.9980124,0.00017047,0.0,0.0,0.0,0.0,0.0,33.225,45.325,40.0,1.200000048,30.0,60.0,184,428.0658,247.4219,244.0658,2.45,20.41145,0.648633,2,0.452912,0.313709,0.012896,0.3737,0.0101,0.1253,0.3358,0.1453,0.0098,0.0,0.0,0.0,0.0,0.03,0.0,0.002,0.0,0.0,0.0,0.0,0.08228,0.81588,0.0,0.0,0.07855,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,8e-05,0.02085,0.0,0.02093,0.113612,0.0,0.02273,0.0,0.0,0.0,99.86366,1.249014,0.0,0.0,0.0,98.751,20.41145,0.0,0.0,0,0.227848,0.040252,0.0,0.706565,0.382949,0.055869,0.219409,1.244523,1.258076,0.970468,0.0,716.2408,0.045609,0.296399,0.414293,108.545,67.62571,72.90127,3.413646,0.283957,0.203665,0.220345,0.203833,0.169723,0.142496,0.171185,0.264856,0.372534,0.505216,0.474683,0.405012
234200,1957-04-03,2022-02-28,64.90896646132786,0.011177661548844272,0.09414324105276628,7.278152246107949,125,1.469136853281113,Woady Yaloak River River at Pitfield (234200),South East Coast (Victoria),BARWON RIVER-LAKE CORANGAMITE,No notes,-37.809,143.59,-37.66652065,143.650363,54,309.5,VIC,,1400,2300,2300,Level 1,234201,0,19570403,20220228,0.011177662,51.0,34.16096469,21.38420166,26.87665758,0.008435971,2.25146111,1.792155,2.882978,1.608666,-0.211516,0.0,17.133032,1.210159,son,245.309785,4.843805,djf,0.05859582,0.184898535,56.91512762,0.0,5.298471094,0.115124121,21.27458278,0.372077833,0.0,0.43465202,0.815057887,0.144008873,0.654310455,0.094143241,1,9.002666667,41.68206522,24.25274725,162.8813559,62.72881356,0.571274192,0.482861108,0.186880786,-4.524061697,0.66392673,0.248389123,2.933115466,0.43636092,0.054588903,-9.542088114,-4.803597653,3.167204195,0.679106241,0.0,333.1984624,-0.929255837,166.4720628,0.064286482,0.849150566,SILICSED,0.5952205,IGNEOUS,0.2467445,0.1121963,0.2467445,0.5952205,0.0,0.04583851,0.0,0.0,0.0,18.0,55.30645,69.0,0.900333622,30.0,63.76401,225,489.7108,362.6624,264.7108,5.79,49.64143,0.862212,4,0.40685,0.570079,0.005953,0.4968,0.0776,0.1917,0.152,0.0304,0.0206,0.0274,0.0035,0.0,0.0,0.24,0.0019,0.0,0.0,0.0,0.0,0.0,0.00818,0.45551,0.0,0.00617,0.00046,0.0,0.00076,0.00013,0.00031,0.00018,2e-05,0.28699,0.22285,0.00125,0.01481,0.0003,0.5259,0.965422,0.019104,53.33965,34.0969,0.0,0.0,45.68056,4.49637,0.0,0.0,0.0,40.76098,49.64143,0.0,0.0,0,0.203125,0.044721,0.4,0.720594,0.360751,0.241574,0.301163,13.00912,196.2679,0.990549,0.428831,689.3566,0.048961,0.300818,0.43709,125.0477,68.81142,69.26231,3.969301,0.330834,0.241381,0.286398,0.28073,0.216968,0.175056,0.213591,0.315974,0.4276,0.550909,0.503598,0.430283
234201,1963-05-05,2022-02-28,58.822724161533195,0.0,0.0025133814289038862,6.813517597624199,125,1.3763255780573551,Woady Yaloak River at Cressy (Yarima) (234201),South East Coast (Victoria),BARWON RIVER-LAKE CORANGAMITE,No notes,-38.012,143.64,-37.79682063,143.644235,54,1149.2,VIC,,1400,2300,2300,Not nested,,1,19630505,20220228,0.0,42.0,27.04438055,78.84058895,21.75720886,0.00465441,1.598220693,1.687596,2.885351,1.709741,-0.194172,0.0,17.133032,1.210928,son,248.375034,4.923557,djf,0.050829341,0.204053064,45.91347761,0.0,5.163898902,0.086973196,23.45799619,0.201709484,0.00060146,0.31877207,0.691544983,0.13814289,0.6331394,0.002513381,1,9.667752443,46.58561644,3.857142857,167.8135593,71.72881356,0.585054647,0.335969621,0.184254179,-5.000366468,0.593951804,0.204474213,2.480094784,0.431459707,0.036257032,-9.406010226,-5.492273983,3.003052225,0.715079111,0.0,316.7140898,-0.927079781,195.8985003,0.051444215,0.704783466,IGNEOUS,0.4747216,SILICSED,0.3100852,0.1062927,0.4747216,0.3100852,0.0,0.1084918,0.0,0.0,0.0,18.0,62.0,69.0,0.94481852,30.17578,62.05243,131,489.7108,269.947,358.7108,4.2,83.84203,0.682437,5,0.462171,0.418572,0.004508,0.4092,0.0512,0.1535,0.162,0.0609,0.0732,0.0891,0.0009,0.0,0.0,0.19,0.002,0.0,0.0,0.0,0.0,0.0,0.05299,0.67672,0.0,0.00341,0.00296,0.0,0.00021,4e-05,0.00012,6e-05,0.0,0.13103,0.11411,0.00033,0.01585,0.0001,0.26132,1.201604,0.055675,28.32527,15.51964,0.0,0.0,70.46403,3.193944,0.0,0.0,0.0,74.0443,83.84203,0.0,0.0,0,0.251777,0.059331,0.0,0.767808,0.360785,0.336067,0.348426,4.786733,196.2679,0.613405,0.117741,674.6284,0.054062,0.310595,0.418276,120.1295,62.08015,71.79322,3.620824,0.257748,0.185965,0.214652,0.217768,0.185767,0.163499,0.209523,0.315287,0.437644,0.569111,0.49713,0.372394
234203,1973-12-20,2022-02-28,48.19438740588638,0.0,0.246776117707209,16.83685783677994,125,2.8893214824496396,Pirron YalloCreek C River at Pirron Yallock (above H'Wy (234203),South East Coast (Victoria),BARWON RIVER-LAKE CORANGAMITE,No notes,-38.354,143.42,-38.38822312,143.3350108,54,164.6,VIC,,1400,2300,2300,Not nested,,0,19731220,20220228,0.0,19.0,20.57471648,26.06014087,17.65916695,0.056808499,1.673159881,2.23102,2.763063,1.238475,-0.394917,0.0,16.566725,1.205363,jja,222.324914,4.355168,djf,0.357702712,0.388497808,40.01432806,0.0,2.47367273,0.234869034,4.423769136,0.337548363,0.0,1.35006561,1.072468128,0.3322161,0.6477305,0.246776118,1,39.24832215,81.44285714,45.72631579,151.5306122,43.06122449,0.92424579,0.80568044,0.122486629,-11.17839661,0.275937587,0.209688983,4.600627572,0.491135303,0.076548683,-6.986750475,-5.44685935,3.009720087,0.499740339,0.0,431.016353,-0.949608672,157.3846059,0.106224842,0.720628824,UNCONSOLDTED,0.3717261,OTHERSED,0.3542071,0.3717261,0.2738105,0.0,0.0,0.3542071,0.0,0.00025744,0.0,27.19643,55.01786,44.48214,0.720617551,215.8703,118.3558,125,283.3944,150.308,158.3944,1.92,27.97062,0.419261,3,0.512893,0.191399,0.005884,0.2506,0.0115,0.0934,0.1699,0.086,0.106,0.1339,0.1487,0.0,0.0,0.5,0.0007,0.0,0.0,0.0,0.0,0.0,0.0424,0.72917,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19079,0.03501,0.0,0.0013,0.0,0.2271,4.599649,0.168726,24.30701,5.196886,0.0,0.0,70.89657,13.34471,0.0,0.0,0.0,79.38822,27.97062,0.0,0.6,0,0.173913,0.097238,0.0,0.608028,0.375348,0.589651,0.4825,2.033322,2.777105,1.0,0.0,795.938,0.037154,0.308721,0.439606,103.6939,66.72578,66.39548,4.143296,0.391122,0.28498,0.343591,0.297079,0.226785,0.176643,0.214444,0.310066,0.407329,0.529064,0.500874,0.464177
234209,1975-11-13,2020-02-23,44.28199863107461,0.0034005193520464942,0.15701966623239655,5.055256696062543,125,1.1864840701774346,Dean Creek at Lake Colac (234209),South East Coast (Victoria),BARWON RIVER-LAKE CORANGAMITE,No notes,-38.33843869,143.5583248,-38.37553919,143.5474196,54,53.7,VIC,,1400,2300,2300,Not nested,,0,19751113,20200223,0.003400519,,,,,,,2.231829,2.76397,1.238432,-0.390824,0.0,17.474614,1.197044,jja,230.792552,4.520246,djf,0.168000463,0.187763475,46.7970391,0.0,3.922426418,0.22121353,10.10689758,0.752892522,0.0,0.94487896,0.742691917,0.176685899,0.640362305,0.157019666,1,8.0,17.61433447,11.99526066,148.9285714,47.35714286,0.54693204,0.335538932,0.259757246,-5.308614084,0.73295289,0.350222436,3.643364749,0.576903808,0.0903977,-8.604718562,-4.028907822,3.453782338,0.462796752,0.0,423.7044191,-0.919088597,236.3959532,0.100982679,0.895180252,OTHERSED,0.5888269,UNCONSOLDTED,0.2217108,0.2217108,0.02168213,0.1674221,0.0,0.5888269,0.0,0.0,0.0,42.25926,62.0,36.44445,0.997727406,100.0,133.1812,120,286.8232,172.5808,166.8232,4.15,16.30684,0.515542,2,0.527856,0.330341,0.010462,0.4077,0.0577,0.1502,0.1609,0.0912,0.1317,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162,0.94058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.00023,0.017,0.00077,0.0,0.0,30.88386,2.211497,0.0,0.0,69.07708,0.650852,0.0,0.0,0.0,94.74317,16.30684,0.0,0.0,0,0.387879,0.286364,1.0,0.761966,0.421205,0.16408,0.292642,39.72186,814.7601,1.0,0.125976,961.4081,0.044003,0.324238,0.436885,113.6809,68.74299,66.62984,3.267481,0.286339,0.200443,0.22651,0.202889,0.173007,0.139824,0.167084,0.253339,0.34436,0.465163,0.434132,0.378205
235202,1950-01-01,2022-02-28,72.1615331964408,0.010585423227226163,0.0,11.159301647261394,125,1.7428740931415825,Gellibrand River River at Upper Gelliberand (235202),South East Coast (Victoria),OTWAY COAST,No notes,-38.564,143.66,-38.60892729,143.6764771,54,51.6,VIC,,1400,2300,2300,Level 2,235227,0,19500101,20220228,0.010585423,46.0,17.4744122,16.28228726,13.55290663,0.011382176,1.126603212,3.757785,2.639461,0.702398,-0.415353,0.0,14.984661,1.205351,jja,190.917352,3.525145,djf,1.876984127,0.469397958,527.2392558,0.01841862,2.275148617,1.686323597,17.81350309,14.71978194,0.06195349,5.58753488,0.539598778,0.038499885,0.337219112,0.0,1,2.413461538,16.07678245,0.0,148.0,87.31147541,0.675144944,0.540575482,0.092347393,-4.487548832,0.358246456,0.199601462,2.590931339,0.530545786,0.301529315,-4.586544988,-4.455467165,2.424452332,0.6776978,0.0,436.5517016,-0.897322214,314.6914998,0.442254554,0.681800362,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,70.0,0.800000012,100.0,74.0,175,579.798,375.8528,404.798,19.36,14.92554,0.81561,3,0.575186,0.561193,0.031139,0.8306,0.1129,0.0537,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98644,0.00633,0.0,0.0,0.0,0.99277,0.0,0.0,100.0,86.51112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92554,0.0,0.0,0,0.197102,0.045455,0.0,0.582564,0.167875,0.366059,0.266967,0.957001,1.618723,0.008346,0.0,2692.775,0.032331,0.333476,0.536793,130.315,77.78011,44.89459,7.837305,0.833836,0.660277,0.729312,0.550788,0.383323,0.286703,0.354484,0.524426,0.697128,0.916337,0.952421,0.944932
235203,1975-01-25,2022-02-28,47.096509240246405,0.0,0.001860248808278107,5.090080516160919,125,1.7691812311913648,Curdies River River at Curdie (235203),South East Coast (Victoria),OTWAY COAST,No notes,-38.445,142.96,-38.41472083,143.1301478,54,780.5,VIC,,1400,2300,2300,Not nested,,1,19750125,20220228,0.0,28.0,19.128326,16.50859821,14.74170792,0.005813278,1.016236827,2.277086,2.759725,1.211955,-0.412309,0.0,16.036374,1.18775,jja,219.754061,4.268727,djf,0.278379674,0.264186502,88.050954,0.0,3.324499687,0.300213699,15.7750219,0.99612446,0.00188187,1.53527431,0.773780705,0.19480293,0.600162772,0.001860249,1,10.03293413,58.0,5.333333333,147.6595745,47.70212766,0.68908025,0.797009651,0.130519184,-5.95756127,0.467450217,0.253243958,2.911067121,0.445498479,0.108301426,-10.09643373,-3.261694979,2.97612918,0.432828065,0.0,420.4247557,-0.951262238,247.8874119,0.13438657,0.805894715,SEDVOLC,0.3235891,OTHERSED,0.2450665,0.1068352,0.2103332,0.0,0.1140229,0.2450665,0.0,0.3235891,0.0,56.25,57.0,23.75,0.862176487,120.4358,110.6157,16,266.9846,111.5197,250.9846,5.77,62.53745,0.717684,4,0.48451,0.393452,0.004099,0.4911,0.0765,0.1599,0.1553,0.0556,0.0397,0.0218,0.0001,0.0,0.0,0.83,0.0003,0.0047,0.0,0.0,0.0,0.0,0.03371,0.86649,0.0,0.001,0.00069,0.0,8e-05,1e-05,0.00054,1e-05,0.0,0.07595,0.01294,1e-05,0.00155,0.0021,0.09045,0.256462,0.096698,67.81144,9.224308,1.559785,0.062976,30.26081,3.437624,0.0,0.0,0.0,86.27204,62.53745,0.0,0.0,0,0.533333,0.133333,0.0,0.416667,0.378412,0.239989,0.3092,5.881595,395.4565,1.0,0.010831,927.4669,0.044075,0.345212,0.441425,102.9742,61.06537,64.67751,4.262672,0.397272,0.291786,0.35138,0.299604,0.228113,0.180876,0.221894,0.317028,0.418948,0.539845,0.525429,0.493496
235204,1955-04-15,2020-02-29,64.8788501026694,0.08043212220956239,4.589050525446285e-05,8.940377640264884,125,1.209206820950211,Little Aire Creek at Beech Forest (235204),South East Coast (Victoria),OTWAY COAST,No notes,-38.6548305,143.5291815,-38.64377202,143.5518309,54,11.1,VIC,,1400,2300,2300,Level 1,235219,0,19550415,20200229,0.080432122,,,,,,,4.414917,2.60654,0.590394,-0.437819,0.0,13.896993,1.205928,jja,176.768667,3.240237,djf,2.626464559,0.512495713,222.6681982,0.27432431,1.437364673,2.776792783,7.639057105,15.93018713,0.2554955,8.66207207,0.418438778,0.015189757,0.21522647,4.59e-05,1,1.432900433,12.77929155,1.0,140.0909091,100.0,0.655396532,0.483710248,0.07657684,-3.256912868,0.341025078,0.175391336,1.709811317,0.560968365,0.455839585,-3.856884718,-3.687663188,1.272405483,0.672968632,0.0,357.2870319,-0.903746796,231.3507486,0.624403818,0.730039714,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,70.0,0.800000012,100.0,74.0,417,539.7469,421.3277,122.7469,8.96,9.656425,0.598361,1,0.47039,0.632892,0.033405,0.631,0.1391,0.1584,0.0688,0.0027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90018,0.00072,0.0,0.0,0.0,0.9009,0.0,0.0,100.0,40.96736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.656425,0.3,0.0,0,0.146,0.065428,0.0,0.518204,0.292979,0.12,0.206489,1.004246,1.004635,0.992551,0.0,3047.955,0.030238,0.33601,0.556547,135.437,80.51055,39.71711,8.760536,0.964173,0.76104,0.814932,0.599733,0.415703,0.310456,0.385741,0.573023,0.763123,1.012944,1.068194,1.086565
235205,1958-02-14,2022-02-28,64.04106776180699,0.00017100594245650035,0.0,20.96873274930353,125,1.3998294319335216,Arkins Creek West Branch at Wyelangta (235205),South East Coast (Victoria),OTWAY COAST,No notes,-38.638056,143.443056,-38.65158741,143.4490994,54,4.4,VIC,,1400,2300,2300,Level 1,235224,0,19580214,20220228,0.000171006,14.0,11.29728135,13.76594128,8.947765872,0.008550297,0.290486842,4.427644,2.59351,0.585754,-0.445646,0.0,13.780136,1.207087,jja,175.141658,3.233322,djf,2.963969143,0.625648953,202.6865455,0.35345455,1.151494273,2.524971713,5.488606711,8.453500814,0.29454545,7.61890909,0.395753208,0.006200026,0.170607603,0.0,1,1.629213483,10.81300813,0.0,144.4920635,96.84126984,0.824650407,0.599054186,0.054678174,-3.200039387,0.194183529,0.112477253,1.636600593,0.605242256,0.386363914,-3.268857946,-2.748919021,1.276294371,0.783951347,0.0,402.7362398,-0.865706612,263.1457491,0.562554215,0.686802984,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,43.48148,68.7037,0.800000012,110.3371,79.47865,369,547.4727,322.3623,178.4727,10.43,8.001239,0.601221,1,0.516835,0.534319,0.060416,0.6675,0.1728,0.1368,0.0229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,95.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.001239,0.3,0.0,0,0.089941,0.003587,0.0,0.247478,0.135429,0.12,0.127714,0.917298,0.917299,0.0,0.0,2825.234,0.03494,0.348771,0.530457,126.653,75.41527,45.26233,8.638735,0.911699,0.706452,0.802603,0.606759,0.421054,0.315857,0.394234,0.584231,0.774445,1.017505,1.045497,1.056971
235209,1964-03-14,2020-02-29,55.964407939767284,0.00014676385695416077,0.0,3.6191987872386298,125,0.9240030696568323,Aire River at Beech Forest (235209),South East Coast (Victoria),OTWAY COAST,No notes,-38.66849499,143.5812749,-38.65646558,143.6095414,54,25.1,VIC,,1400,2300,2300,Level 1,235219,0,19640314,20200229,0.000146764,,,,,,,4.154971,2.607828,0.62764,-0.423501,0.0,14.301498,1.198945,jja,181.95532,3.308057,djf,2.389007884,0.510642457,652.7050199,0.55776889,2.851683511,2.241093058,30.96434356,40.84345095,0.20820717,6.78023904,0.406405727,0.018690674,0.223309521,0.0,1,2.273809524,11.46733668,0.0,151.0,95.77777778,0.419444276,0.286222713,0.071376592,-3.216511133,0.346558709,0.147063679,1.684826153,0.575347685,0.361655938,-3.811945585,-3.462835645,2.004426295,0.778409392,0.0,397.9559901,-0.918048063,302.7715168,0.53419678,0.677008832,SILICSED,1.0,UNCONSOLDTED,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,47.0,70.0,0.800000012,100.0,74.0,280,574.8472,424.2719,294.8472,18.99,10.0938,0.585252,2,0.579625,0.551141,0.033235,0.839,0.1114,0.0461,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99021,0.00979,0.0,0.0,0.0,1.0,0.0,0.0,100.0,31.65349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0938,0.0,0.0,0,0.085926,0.0,0.0,0.73272,0.326715,0.0,0.163358,1.003955,1.434583,0.968575,0.0,3474.312,0.030423,0.336675,0.557818,135.6754,80.19264,39.68679,8.085602,0.897493,0.72179,0.753241,0.551101,0.382549,0.287121,0.353627,0.523325,0.69634,0.926898,0.984774,1.001098
235210,1964-06-20,2022-02-28,57.69472963723477,0.002704883025672662,4.7582794061667303e-05,12.037694965656128,125,1.47003458777065,Lardner Creek at Gellibrand (235210),South East Coast (Victoria),OTWAY COAST,No notes,-38.535,143.54,-38.59079705,143.588286,54,51.6,VIC,,1400,2300,2300,Level 2,235227,0,19640620,20220228,0.002704883,24.0,19.91771849,42.52506998,15.75010941,0.009490818,0.356603076,3.620155,2.665794,0.736376,-0.429707,0.0,14.634091,1.201476,jja,188.733025,3.508104,djf,1.410176112,0.524908931,111.5337476,0.02513493,1.66545282,1.226304269,6.820277997,4.171201296,0.09216354,4.13060212,0.445713088,0.030452988,0.262466692,4.76e-05,1,2.176870748,15.8962536,1.0,147.6730769,82.55769231,0.714102327,0.386915449,0.097703011,-3.597617061,0.318281943,0.17613535,1.840416782,0.530663121,0.228081362,-4.710283234,-3.170743177,2.063358395,0.691580222,0.0,518.7589286,-0.902989197,352.0528525,0.334033755,0.682809322,SILICSED,0.9746461,OTHERSED,0.02268482,0.00266902,0.0,0.9746461,0.0,0.02268482,0.0,0.0,0.0,16.0,47.0,70.0,0.800000012,100.0,74.0,98,554.6497,276.4172,456.6497,17.26,15.03821,0.959851,3,0.550306,0.424882,0.03217,0.8044,0.125,0.0644,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0,0.0,0.99081,0.00641,0.0,0.00062,0.0,0.99784,0.0,0.0,98.90443,68.64182,0.056185,0.056185,1.039397,1.039397,0.0,0.0,0.0,0.0,15.03821,0.0,0.0,0,0.225352,0.040816,0.0,0.543017,0.29322,0.0,0.14661,0.951269,1.004635,0.003369,0.0,2569.382,0.036515,0.342709,0.509753,121.1187,73.28001,50.40994,7.791938,0.807109,0.625354,0.719403,0.556852,0.388756,0.291043,0.361191,0.535099,0.708634,0.925876,0.938782,0.933089
235211,1964-06-19,2022-02-28,57.6974674880219,0.003036917528708361,0.0,9.521023637622937,125,1.7789627245997581,Kennedys Creek at Kennedys Ck (235211),South East Coast (Victoria),OTWAY COAST,No notes,-38.588,143.26,-38.49862065,143.3250296,54,266.3,VIC,,1400,2300,2300,Level 1,235224,0,19640619,20220228,0.003036918,29.0,41.47001184,26.90166476,31.55842342,0.204042896,6.485687067,2.554018,2.737793,1.071955,-0.423636,0.0,15.164441,1.20414,jja,209.713349,4.109565,djf,0.435871365,0.310680121,75.4382636,0.00584003,2.523062456,0.393940252,9.370936334,0.987908493,0.00519114,1.88016523,0.745331907,0.156068539,0.51618277,0.0,1,6.094795539,26.2590799,0.0,143.5272727,56.30909091,0.763092772,0.588931968,0.178727733,-6.014604131,0.406822759,0.279194372,2.990411701,0.44636159,0.118470124,-7.052491613,-4.80315576,2.674174029,0.460914675,0.0,469.2748404,-0.943290058,244.0806604,0.153612137,0.771228928,OTHERSED,0.524263,SEDVOLC,0.4549166,0.00381493,0.0,0.0016458,0.01535995,0.524263,0.0,0.4549166,0.0,12.0,50.0,78.0,0.843878609,167.5134,104.5914,27,286.9633,130.4118,259.9633,6.82,43.94851,0.854262,3,0.417378,0.414532,0.006084,0.5675,0.112,0.1947,0.1042,0.0176,0.004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01711,0.56713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37951,0.03518,0.0,0.00108,0.0,0.41577,0.01717,0.0,85.54805,24.98084,2.499478,0.497873,11.93533,4.057998,0.0,0.0,0.0,39.39255,43.94851,0.0,0.0,0,0.155,0.068571,0.0,0.598066,0.299104,0.244704,0.271904,2.471535,245.6278,0.855819,0.000915,934.2712,0.04517,0.356768,0.460304,107.4454,63.05197,61.03227,5.885733,0.548664,0.405902,0.520028,0.447664,0.3218,0.246957,0.304672,0.444175,0.581264,0.728987,0.681026,0.658749
